"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"back bicep","Apr 18, 2026, 6:30 PM","Apr 18, 2026, 7:36 PM","","Pull Up",,"",0,"normal",,16,,,
"back bicep","Apr 18, 2026, 6:30 PM","Apr 18, 2026, 7:36 PM","","Pull Up",,"",1,"normal",,13,,,
"back bicep","Apr 18, 2026, 6:30 PM","Apr 18, 2026, 7:36 PM","","Back Extension (Weighted Hyperextension)",,"",0,"normal",15,13,,,
"back bicep","Apr 18, 2026, 6:30 PM","Apr 18, 2026, 7:36 PM","","Back Extension (Weighted Hyperextension)",,"",1,"normal",15,13,,,
"back bicep","Apr 18, 2026, 6:30 PM","Apr 18, 2026, 7:36 PM","","Bicep Curl (Dumbbell)",,"",0,"warmup",15,20,,,
"back bicep","Apr 18, 2026, 6:30 PM","Apr 18, 2026, 7:36 PM","","Bicep Curl (Dumbbell)",,"",1,"normal",25,12,,,
"back bicep","Apr 18, 2026, 6:30 PM","Apr 18, 2026, 7:36 PM","","Bicep Curl (Dumbbell)",,"",2,"dropset",20,10,,,
"back bicep","Apr 18, 2026, 6:30 PM","Apr 18, 2026, 7:36 PM","","Hammer Curl (Dumbbell)",,"",0,"normal",30,10,,,
"back bicep","Apr 18, 2026, 6:30 PM","Apr 18, 2026, 7:36 PM","","Plank",,"",0,"normal",,,,200,
"back bicep","Apr 18, 2026, 6:30 PM","Apr 18, 2026, 7:36 PM","","Lat Pulldown (Machine)",,"",0,"normal",52.5,15,,,
"back bicep","Apr 18, 2026, 6:30 PM","Apr 18, 2026, 7:36 PM","","Lat Pulldown (Machine)",,"",1,"normal",55,12,,,
"back bicep","Apr 18, 2026, 6:30 PM","Apr 18, 2026, 7:36 PM","","Iso-Lateral Row (Machine)",,"",0,"normal",60,15,,,
"back bicep","Apr 18, 2026, 6:30 PM","Apr 18, 2026, 7:36 PM","","Iso-Lateral Row (Machine)",,"",1,"normal",63,16,,,
"back bicep","Apr 18, 2026, 6:30 PM","Apr 18, 2026, 7:36 PM","","Iso-Lateral Row (Machine)",,"",2,"normal",63,14,,,
"back bicep","Apr 18, 2026, 6:30 PM","Apr 18, 2026, 7:36 PM","","Push Up",,"",0,"normal",,10,,,
"back bicep","Apr 18, 2026, 6:30 PM","Apr 18, 2026, 7:36 PM","","Side Plank",,"",0,"normal",,,,70,
"arms/shoulders","Apr 16, 2026, 6:17 PM","Apr 16, 2026, 7:28 PM","","Shoulder Press (Dumbbell)",,"",0,"normal",20,20,,,
"arms/shoulders","Apr 16, 2026, 6:17 PM","Apr 16, 2026, 7:28 PM","","Shoulder Press (Dumbbell)",,"",1,"normal",25,15,,,
"arms/shoulders","Apr 16, 2026, 6:17 PM","Apr 16, 2026, 7:28 PM","","Shoulder Press (Dumbbell)",,"",2,"normal",30,11,,,
"arms/shoulders","Apr 16, 2026, 6:17 PM","Apr 16, 2026, 7:28 PM","","Face Pull",,"",0,"normal",17.5,15,,,
"arms/shoulders","Apr 16, 2026, 6:17 PM","Apr 16, 2026, 7:28 PM","","Face Pull",,"",1,"normal",17.5,15,,,
"arms/shoulders","Apr 16, 2026, 6:17 PM","Apr 16, 2026, 7:28 PM","","Lateral Raise (Dumbbell)",,"",0,"normal",5,30,,,
"arms/shoulders","Apr 16, 2026, 6:17 PM","Apr 16, 2026, 7:28 PM","","Lateral Raise (Dumbbell)",,"",1,"normal",10,24,,,
"arms/shoulders","Apr 16, 2026, 6:17 PM","Apr 16, 2026, 7:28 PM","","Lateral Raise (Dumbbell)",,"",2,"dropset",5,9,,,
"arms/shoulders","Apr 16, 2026, 6:17 PM","Apr 16, 2026, 7:28 PM","","Lateral Raise (Dumbbell)",,"",3,"normal",10,20,,,
"arms/shoulders","Apr 16, 2026, 6:17 PM","Apr 16, 2026, 7:28 PM","","Lateral Raise (Dumbbell)",,"",4,"dropset",5,10,,,
"arms/shoulders","Apr 16, 2026, 6:17 PM","Apr 16, 2026, 7:28 PM","","Shrug (Dumbbell)",,"",0,"normal",30,14,,,
"arms/shoulders","Apr 16, 2026, 6:17 PM","Apr 16, 2026, 7:28 PM","","Shrug (Dumbbell)",,"",1,"normal",35,12,,,
"arms/shoulders","Apr 16, 2026, 6:17 PM","Apr 16, 2026, 7:28 PM","","Plank",,"",0,"normal",,,,200,
"arms/shoulders","Apr 14, 2026, 6:43 PM","Apr 14, 2026, 7:48 PM","","Bicep Curl (Barbell)",,"",0,"normal",20,20,,,
"arms/shoulders","Apr 14, 2026, 6:43 PM","Apr 14, 2026, 7:48 PM","","Bicep Curl (Barbell)",,"",1,"normal",25,8,,,
"arms/shoulders","Apr 14, 2026, 6:43 PM","Apr 14, 2026, 7:48 PM","","Bicep Curl (Dumbbell)",,"",0,"warmup",15,20,,,
"arms/shoulders","Apr 14, 2026, 6:43 PM","Apr 14, 2026, 7:48 PM","","Triceps Rope Pushdown",,"",0,"normal",20.4,10,,,
"arms/shoulders","Apr 14, 2026, 6:43 PM","Apr 14, 2026, 7:48 PM","","Triceps Rope Pushdown",,"",1,"normal",18,6,,,
"arms/shoulders","Apr 14, 2026, 6:43 PM","Apr 14, 2026, 7:48 PM","","Triceps Rope Pushdown",,"",2,"normal",18.6,11,,,
"arms/shoulders","Apr 14, 2026, 6:43 PM","Apr 14, 2026, 7:48 PM","","Triceps Rope Pushdown",,"",3,"normal",17,6,,,
"arms/shoulders","Apr 14, 2026, 6:43 PM","Apr 14, 2026, 7:48 PM","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",9.1,6,,,
"arms/shoulders","Apr 14, 2026, 6:43 PM","Apr 14, 2026, 7:48 PM","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",7.5,15,,,
"arms/shoulders","Apr 14, 2026, 6:43 PM","Apr 14, 2026, 7:48 PM","","Plank",,"",0,"normal",,,,200,
"arms/shoulders","Apr 14, 2026, 6:43 PM","Apr 14, 2026, 7:48 PM","","Side Plank",,"",0,"normal",,,,70,
"arms/shoulders","Apr 14, 2026, 6:43 PM","Apr 14, 2026, 7:48 PM","","Dead Hang",,"",0,"normal",,,,35,
"arms/shoulders","Apr 14, 2026, 6:43 PM","Apr 14, 2026, 7:48 PM","","Dead Hang",,"",1,"normal",,,,30,
"arms/shoulders","Apr 14, 2026, 6:43 PM","Apr 14, 2026, 7:48 PM","","Hammer Curl (Dumbbell)",,"",0,"normal",25,10,,,
"arms/shoulders","Apr 14, 2026, 6:43 PM","Apr 14, 2026, 7:48 PM","","Seated Incline Curl (Dumbbell)",,"",0,"normal",15,20,,,
"arms/shoulders","Apr 14, 2026, 6:43 PM","Apr 14, 2026, 7:48 PM","","Seated Incline Curl (Dumbbell)",,"",1,"normal",20,20,,,
"chest triceps","Apr 12, 2026, 6:03 PM","Apr 12, 2026, 7:10 PM","","Bench Press (Barbell)",,"",0,"normal",,15,,,
"chest triceps","Apr 12, 2026, 6:03 PM","Apr 12, 2026, 7:10 PM","","Bench Press (Barbell)",,"",1,"normal",40,15,,,
"chest triceps","Apr 12, 2026, 6:03 PM","Apr 12, 2026, 7:10 PM","","Bench Press (Barbell)",,"",2,"normal",45,14,,,
"chest triceps","Apr 12, 2026, 6:03 PM","Apr 12, 2026, 7:10 PM","","Incline Bench Press (Dumbbell)",,"",0,"normal",25,15,,,
"chest triceps","Apr 12, 2026, 6:03 PM","Apr 12, 2026, 7:10 PM","","Incline Bench Press (Dumbbell)",,"",1,"normal",30,15,,,
"chest triceps","Apr 12, 2026, 6:03 PM","Apr 12, 2026, 7:10 PM","","Triceps Rope Pushdown",,"",0,"normal",20,15,,,
"chest triceps","Apr 12, 2026, 6:03 PM","Apr 12, 2026, 7:10 PM","","Triceps Pushdown",,"",0,"normal",20,15,,,
"chest triceps","Apr 12, 2026, 6:03 PM","Apr 12, 2026, 7:10 PM","","Triceps Pushdown",,"",1,"normal",20,15,,,
"chest triceps","Apr 12, 2026, 6:03 PM","Apr 12, 2026, 7:10 PM","","Cable Fly Crossovers",,"",0,"normal",10,15,,,
"chest triceps","Apr 12, 2026, 6:03 PM","Apr 12, 2026, 7:10 PM","","Cable Fly Crossovers",,"",1,"normal",5,15,,,
"chest triceps","Apr 12, 2026, 6:03 PM","Apr 12, 2026, 7:10 PM","","Cable Fly Crossovers",,"",2,"dropset",5,15,,,
"chest triceps","Apr 12, 2026, 6:03 PM","Apr 12, 2026, 7:10 PM","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",7.5,15,,,
"chest triceps","Apr 12, 2026, 6:03 PM","Apr 12, 2026, 7:10 PM","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",10,10,,,
"chest triceps","Apr 12, 2026, 6:03 PM","Apr 12, 2026, 7:10 PM","","Plank",,"",0,"normal",,,,200,
"chest triceps","Apr 12, 2026, 6:03 PM","Apr 12, 2026, 7:10 PM","","Chest Fly (Machine)",,"",0,"normal",45,15,,,
"back bicep","Apr 11, 2026, 6:37 PM","Apr 11, 2026, 7:47 PM","","Pull Up",,"",0,"normal",,12,,,
"back bicep","Apr 11, 2026, 6:37 PM","Apr 11, 2026, 7:47 PM","","Pull Up",,"",1,"normal",,10,,,
"back bicep","Apr 11, 2026, 6:37 PM","Apr 11, 2026, 7:47 PM","","Pull Up",,"",2,"normal",,4,,,
"back bicep","Apr 11, 2026, 6:37 PM","Apr 11, 2026, 7:47 PM","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",43,17,,,
"back bicep","Apr 11, 2026, 6:37 PM","Apr 11, 2026, 7:47 PM","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",50,15,,,
"back bicep","Apr 11, 2026, 6:37 PM","Apr 11, 2026, 7:47 PM","","Bicep Curl (Dumbbell)",,"",0,"warmup",15,20,,,
"back bicep","Apr 11, 2026, 6:37 PM","Apr 11, 2026, 7:47 PM","","Bicep Curl (Dumbbell)",,"",1,"dropset",,15,,,
"back bicep","Apr 11, 2026, 6:37 PM","Apr 11, 2026, 7:47 PM","","Bicep Curl (Dumbbell)",,"",2,"normal",25,15,,,
"back bicep","Apr 11, 2026, 6:37 PM","Apr 11, 2026, 7:47 PM","","Bicep Curl (Dumbbell)",,"",3,"normal",20,17,,,
"back bicep","Apr 11, 2026, 6:37 PM","Apr 11, 2026, 7:47 PM","","EZ Bar Biceps Curl",,"",0,"normal",20,15,,,
"back bicep","Apr 11, 2026, 6:37 PM","Apr 11, 2026, 7:47 PM","","Preacher Curl (Barbell)",,"",0,"normal",20,20,,,
"back bicep","Apr 11, 2026, 6:37 PM","Apr 11, 2026, 7:47 PM","","Reverse Curl (Barbell)",,"",0,"normal",20,15,,,
"back bicep","Apr 11, 2026, 6:37 PM","Apr 11, 2026, 7:47 PM","","Reverse Curl (Barbell)",,"",1,"normal",15,10,,,
"back bicep","Apr 11, 2026, 6:37 PM","Apr 11, 2026, 7:47 PM","","Seated Incline Curl (Dumbbell)",,"",0,"normal",7.5,15,,,
"back bicep","Apr 11, 2026, 6:37 PM","Apr 11, 2026, 7:47 PM","","Plank",,"",0,"normal",,,,200,
"back bicep","Apr 11, 2026, 6:37 PM","Apr 11, 2026, 7:47 PM","","Dead Hang",,"",0,"normal",,,,30,
"arms/shoulders","Apr 10, 2026, 6:38 PM","Apr 10, 2026, 7:25 PM","","Shoulder Press (Dumbbell)",,"",0,"normal",20,19,,,
"arms/shoulders","Apr 10, 2026, 6:38 PM","Apr 10, 2026, 7:25 PM","","Shoulder Press (Dumbbell)",,"",1,"normal",25,14,,,
"arms/shoulders","Apr 10, 2026, 6:38 PM","Apr 10, 2026, 7:25 PM","","Shoulder Press (Dumbbell)",,"",2,"normal",30,12,,,
"arms/shoulders","Apr 10, 2026, 6:38 PM","Apr 10, 2026, 7:25 PM","","Lateral Raise (Dumbbell)",,"the drop set felt really good",0,"normal",5,30,,,
"arms/shoulders","Apr 10, 2026, 6:38 PM","Apr 10, 2026, 7:25 PM","","Lateral Raise (Dumbbell)",,"the drop set felt really good",1,"normal",10,18,,,
"arms/shoulders","Apr 10, 2026, 6:38 PM","Apr 10, 2026, 7:25 PM","","Lateral Raise (Dumbbell)",,"the drop set felt really good",2,"dropset",5,19,,,
"arms/shoulders","Apr 10, 2026, 6:38 PM","Apr 10, 2026, 7:25 PM","","Lateral Raise (Dumbbell)",,"the drop set felt really good",3,"normal",10,20,,,
"arms/shoulders","Apr 10, 2026, 6:38 PM","Apr 10, 2026, 7:25 PM","","Lateral Raise (Dumbbell)",,"the drop set felt really good",4,"dropset",5,15,,,
"arms/shoulders","Apr 10, 2026, 6:38 PM","Apr 10, 2026, 7:25 PM","","Shrug (Dumbbell)",,"",0,"normal",30,14,,,
"arms/shoulders","Apr 10, 2026, 6:38 PM","Apr 10, 2026, 7:25 PM","","Shrug (Dumbbell)",,"",1,"normal",35,12,,,
"legs","Apr 8, 2026, 6:04 PM","Apr 8, 2026, 7:09 PM","","Leg Extension (Machine)",,"",0,"warmup",22.5,15,,,
"legs","Apr 8, 2026, 6:04 PM","Apr 8, 2026, 7:09 PM","","Leg Extension (Machine)",,"",1,"normal",48,15,,,
"legs","Apr 8, 2026, 6:04 PM","Apr 8, 2026, 7:09 PM","","Seated Calf Raise",,"",0,"normal",30,15,,,
"legs","Apr 8, 2026, 6:04 PM","Apr 8, 2026, 7:09 PM","","Seated Calf Raise",,"",1,"normal",35,12,,,
"legs","Apr 8, 2026, 6:04 PM","Apr 8, 2026, 7:09 PM","","Lying Leg Curl (Machine)",,"",0,"normal",45,12,,,
"legs","Apr 8, 2026, 6:04 PM","Apr 8, 2026, 7:09 PM","","Lying Leg Curl (Machine)",,"",1,"normal",45,12,,,
"legs","Apr 8, 2026, 6:04 PM","Apr 8, 2026, 7:09 PM","","Plank",,"",0,"normal",,,,200,
"legs","Apr 8, 2026, 6:04 PM","Apr 8, 2026, 7:09 PM","","Side Plank",,"",0,"normal",,,,65,
"legs","Apr 8, 2026, 6:04 PM","Apr 8, 2026, 7:09 PM","","Goblet Squat",,"",0,"normal",17.5,20,,,
"legs","Apr 8, 2026, 6:04 PM","Apr 8, 2026, 7:09 PM","","Goblet Squat",,"",1,"normal",20,20,,,
"legs","Apr 8, 2026, 6:04 PM","Apr 8, 2026, 7:09 PM","","Dead Hang",,"",0,"normal",,,,30,
"legs","Apr 8, 2026, 6:04 PM","Apr 8, 2026, 7:09 PM","","Dead Hang",,"",1,"normal",,,,30,
"arms/shoulders","Apr 7, 2026, 7:02 PM","Apr 7, 2026, 7:52 PM","","Bicep Curl (Barbell)",,"",0,"normal",20,15,,,
"arms/shoulders","Apr 7, 2026, 7:02 PM","Apr 7, 2026, 7:52 PM","","Bicep Curl (Barbell)",,"",1,"normal",25,6,,,
"arms/shoulders","Apr 7, 2026, 7:02 PM","Apr 7, 2026, 7:52 PM","","Bicep Curl (Dumbbell)",,"",0,"warmup",15,20,,,
"arms/shoulders","Apr 7, 2026, 7:02 PM","Apr 7, 2026, 7:52 PM","","Bicep Curl (Dumbbell)",,"",1,"normal",20,17,,,
"arms/shoulders","Apr 7, 2026, 7:02 PM","Apr 7, 2026, 7:52 PM","","Bicep Curl (Dumbbell)",,"",2,"normal",25,12,,,
"arms/shoulders","Apr 7, 2026, 7:02 PM","Apr 7, 2026, 7:52 PM","","Triceps Extension (Dumbbell)",,"",0,"normal",12.5,20,,,
"arms/shoulders","Apr 7, 2026, 7:02 PM","Apr 7, 2026, 7:52 PM","","Triceps Extension (Dumbbell)",,"",1,"normal",15,15,,,
"arms/shoulders","Apr 7, 2026, 7:02 PM","Apr 7, 2026, 7:52 PM","","Triceps Extension (Dumbbell)",,"",2,"normal",15,15,,,
"arms/shoulders","Apr 7, 2026, 7:02 PM","Apr 7, 2026, 7:52 PM","","Reverse Curl (Barbell)",,"",0,"normal",15,20,,,
"arms/shoulders","Apr 7, 2026, 7:02 PM","Apr 7, 2026, 7:52 PM","","Reverse Curl (Barbell)",,"",1,"normal",15,20,,,
"chest triceps","Apr 5, 2026, 6:13 PM","Apr 5, 2026, 7:13 PM","","Bench Press (Barbell)",,"",0,"normal",,15,,,
"chest triceps","Apr 5, 2026, 6:13 PM","Apr 5, 2026, 7:13 PM","","Bench Press (Barbell)",,"",1,"normal",30,17,,,
"chest triceps","Apr 5, 2026, 6:13 PM","Apr 5, 2026, 7:13 PM","","Bench Press (Barbell)",,"",2,"normal",45,12,,,
"chest triceps","Apr 5, 2026, 6:13 PM","Apr 5, 2026, 7:13 PM","","Incline Bench Press (Dumbbell)",,"",0,"normal",30,15,,,
"chest triceps","Apr 5, 2026, 6:13 PM","Apr 5, 2026, 7:13 PM","","Incline Bench Press (Dumbbell)",,"",1,"normal",35,5,,,
"chest triceps","Apr 5, 2026, 6:13 PM","Apr 5, 2026, 7:13 PM","","Incline Bench Press (Dumbbell)",,"",2,"normal",35,7,,,
"chest triceps","Apr 5, 2026, 6:13 PM","Apr 5, 2026, 7:13 PM","","Triceps Rope Pushdown",,"",0,"normal",20,14,,,
"chest triceps","Apr 5, 2026, 6:13 PM","Apr 5, 2026, 7:13 PM","","Triceps Rope Pushdown",,"",1,"normal",20,14,,,
"chest triceps","Apr 5, 2026, 6:13 PM","Apr 5, 2026, 7:13 PM","","Skullcrusher (Dumbbell)",,"",0,"normal",15,4,,,
"chest triceps","Apr 5, 2026, 6:13 PM","Apr 5, 2026, 7:13 PM","","Skullcrusher (Dumbbell)",,"",1,"normal",10,17,,,
"chest triceps","Apr 5, 2026, 6:13 PM","Apr 5, 2026, 7:13 PM","","Triceps Pushdown",,"",0,"normal",20,14,,,
"chest triceps","Apr 5, 2026, 6:13 PM","Apr 5, 2026, 7:13 PM","","Push Up",,"",0,"normal",,25,,,
"chest triceps","Apr 5, 2026, 6:13 PM","Apr 5, 2026, 7:13 PM","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",7.5,15,,,
"chest triceps","Apr 5, 2026, 6:13 PM","Apr 5, 2026, 7:13 PM","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",10,15,,,
"chest triceps","Apr 5, 2026, 6:13 PM","Apr 5, 2026, 7:13 PM","","Plank",,"",0,"normal",,,,200,
"chest triceps","Apr 5, 2026, 6:13 PM","Apr 5, 2026, 7:13 PM","","Dead Hang",,"",0,"normal",,,,30,
"back bicep","Apr 4, 2026, 5:10 PM","Apr 4, 2026, 6:00 PM","","Pull Up",,"",0,"normal",,15,,,
"back bicep","Apr 4, 2026, 5:10 PM","Apr 4, 2026, 6:00 PM","","Pull Up",,"",1,"normal",,12,,,
"back bicep","Apr 4, 2026, 5:10 PM","Apr 4, 2026, 6:00 PM","","Plank",,"",0,"normal",,,,200,
"back bicep","Apr 4, 2026, 5:10 PM","Apr 4, 2026, 6:00 PM","","Lat Pulldown (Machine)",,"",0,"normal",55,12,,,
"back bicep","Apr 4, 2026, 5:10 PM","Apr 4, 2026, 6:00 PM","","Lat Pulldown (Machine)",,"",1,"normal",55,10,,,
"back bicep","Apr 4, 2026, 5:10 PM","Apr 4, 2026, 6:00 PM","","Iso-Lateral Row (Machine)",,"",0,"normal",60,15,,,
"back bicep","Apr 4, 2026, 5:10 PM","Apr 4, 2026, 6:00 PM","","Iso-Lateral Row (Machine)",,"",1,"normal",63,12,,,
"back bicep","Apr 4, 2026, 5:10 PM","Apr 4, 2026, 6:00 PM","","Side Plank",,"",0,"normal",,,,65,
"back bicep","Apr 4, 2026, 5:10 PM","Apr 4, 2026, 6:00 PM","","Dead Hang",,"",0,"normal",,,,30,
"arms/shoulders","Apr 2, 2026, 6:51 PM","Apr 2, 2026, 7:46 PM","","Shoulder Press (Dumbbell)",,"",0,"warmup",15,16,,,
"arms/shoulders","Apr 2, 2026, 6:51 PM","Apr 2, 2026, 7:46 PM","","Shoulder Press (Dumbbell)",,"",1,"normal",25,15,,,
"arms/shoulders","Apr 2, 2026, 6:51 PM","Apr 2, 2026, 7:46 PM","","Shoulder Press (Dumbbell)",,"",2,"normal",30,10,,,
"arms/shoulders","Apr 2, 2026, 6:51 PM","Apr 2, 2026, 7:46 PM","","Face Pull",,"",0,"normal",20,16,,,
"arms/shoulders","Apr 2, 2026, 6:51 PM","Apr 2, 2026, 7:46 PM","","Face Pull",,"",1,"normal",20,15,,,
"arms/shoulders","Apr 2, 2026, 6:51 PM","Apr 2, 2026, 7:46 PM","","Lateral Raise (Dumbbell)",,"",0,"normal",5,32,,,
"arms/shoulders","Apr 2, 2026, 6:51 PM","Apr 2, 2026, 7:46 PM","","Lateral Raise (Dumbbell)",,"",1,"normal",10,20,,,
"arms/shoulders","Apr 2, 2026, 6:51 PM","Apr 2, 2026, 7:46 PM","","Lateral Raise (Dumbbell)",,"",2,"dropset",5,6,,,
"arms/shoulders","Apr 2, 2026, 6:51 PM","Apr 2, 2026, 7:46 PM","","Shrug (Dumbbell)",,"",0,"normal",35,12,,,
"arms/shoulders","Apr 2, 2026, 6:51 PM","Apr 2, 2026, 7:46 PM","","Plank",,"",0,"normal",,,,200,
"arms/shoulders","Apr 2, 2026, 6:51 PM","Apr 2, 2026, 7:46 PM","","Push Up",,"",0,"normal",,20,,,
"Evening workout 🏋️","Apr 1, 2026, 6:01 PM","Apr 1, 2026, 7:02 PM","","Leg Extension (Machine)",,"",0,"warmup",22.5,15,,,
"Evening workout 🏋️","Apr 1, 2026, 6:01 PM","Apr 1, 2026, 7:02 PM","","Leg Extension (Machine)",,"",1,"normal",48,15,,,
"Evening workout 🏋️","Apr 1, 2026, 6:01 PM","Apr 1, 2026, 7:02 PM","","Seated Calf Raise",,"",0,"normal",30,15,,,
"Evening workout 🏋️","Apr 1, 2026, 6:01 PM","Apr 1, 2026, 7:02 PM","","Seated Calf Raise",,"",1,"normal",35,8,,,
"Evening workout 🏋️","Apr 1, 2026, 6:01 PM","Apr 1, 2026, 7:02 PM","","Lying Leg Curl (Machine)",,"",0,"normal",48,8,,,
"Evening workout 🏋️","Apr 1, 2026, 6:01 PM","Apr 1, 2026, 7:02 PM","","Lying Leg Curl (Machine)",,"",1,"normal",45,18,,,
"Evening workout 🏋️","Apr 1, 2026, 6:01 PM","Apr 1, 2026, 7:02 PM","","Plank",,"",0,"normal",,,,200,
"Evening workout 🏋️","Apr 1, 2026, 6:01 PM","Apr 1, 2026, 7:02 PM","","Side Plank",,"",0,"normal",,,,65,
"Evening workout 🏋️","Apr 1, 2026, 6:01 PM","Apr 1, 2026, 7:02 PM","","Goblet Squat",,"",0,"normal",17.5,20,,,
"Evening workout 🏋️","Apr 1, 2026, 6:01 PM","Apr 1, 2026, 7:02 PM","","Goblet Squat",,"",1,"normal",20,20,,,
"Evening workout 🏋️","Apr 1, 2026, 6:01 PM","Apr 1, 2026, 7:02 PM","","Dead Hang",,"",0,"normal",,,,48,
"arms/shoulders","Mar 31, 2026, 6:30 PM","Mar 31, 2026, 8:24 PM","","Bicep Curl (Dumbbell)",,"slowed down",0,"warmup",15,20,,,
"arms/shoulders","Mar 31, 2026, 6:30 PM","Mar 31, 2026, 8:24 PM","","Bicep Curl (Dumbbell)",,"slowed down",1,"normal",25,12,,,
"arms/shoulders","Mar 31, 2026, 6:30 PM","Mar 31, 2026, 8:24 PM","","Bicep Curl (Dumbbell)",,"slowed down",2,"normal",20,15,,,
"arms/shoulders","Mar 31, 2026, 6:30 PM","Mar 31, 2026, 8:24 PM","","Bicep Curl (Dumbbell)",,"slowed down",3,"dropset",15,16,,,
"arms/shoulders","Mar 31, 2026, 6:30 PM","Mar 31, 2026, 8:24 PM","","Triceps Rope Pushdown",,"",0,"normal",17.5,12,,,
"arms/shoulders","Mar 31, 2026, 6:30 PM","Mar 31, 2026, 8:24 PM","","Triceps Rope Pushdown",,"",1,"normal",15,6,,,
"arms/shoulders","Mar 31, 2026, 6:30 PM","Mar 31, 2026, 8:24 PM","","Triceps Extension (Dumbbell)",,"",0,"normal",12.5,20,,,
"arms/shoulders","Mar 31, 2026, 6:30 PM","Mar 31, 2026, 8:24 PM","","Triceps Extension (Dumbbell)",,"",1,"normal",17.5,12,,,
"arms/shoulders","Mar 31, 2026, 6:30 PM","Mar 31, 2026, 8:24 PM","","Triceps Extension (Dumbbell)",,"",2,"normal",15,15,,,
"arms/shoulders","Mar 31, 2026, 6:30 PM","Mar 31, 2026, 8:24 PM","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",7.5,15,,,
"arms/shoulders","Mar 31, 2026, 6:30 PM","Mar 31, 2026, 8:24 PM","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",7.5,15,,,
"arms/shoulders","Mar 31, 2026, 6:30 PM","Mar 31, 2026, 8:24 PM","","Plank",,"",0,"normal",,,,200,
"arms/shoulders","Mar 31, 2026, 6:30 PM","Mar 31, 2026, 8:24 PM","","Cross Body Hammer Curl",,"",0,"normal",20,16,,,
"arms/shoulders","Mar 31, 2026, 6:30 PM","Mar 31, 2026, 8:24 PM","","Push Up",,"",0,"normal",,20,,,
"arms/shoulders","Mar 31, 2026, 6:30 PM","Mar 31, 2026, 8:24 PM","","Preacher Curl (Barbell)",,"",0,"normal",20,22,,,
"arms/shoulders","Mar 31, 2026, 6:30 PM","Mar 31, 2026, 8:24 PM","","Preacher Curl (Barbell)",,"",1,"normal",20,15,,,
"chest triceps","Mar 29, 2026, 6:07 PM","Mar 29, 2026, 7:22 PM","","Bench Press (Barbell)",,"",0,"normal",30,15,,,
"chest triceps","Mar 29, 2026, 6:07 PM","Mar 29, 2026, 7:22 PM","","Bench Press (Barbell)",,"",1,"normal",40,15,,,
"chest triceps","Mar 29, 2026, 6:07 PM","Mar 29, 2026, 7:22 PM","","Bench Press (Barbell)",,"",2,"normal",45,12,,,
"chest triceps","Mar 29, 2026, 6:07 PM","Mar 29, 2026, 7:22 PM","","Incline Bench Press (Dumbbell)",,"",0,"normal",30,15,,,
"chest triceps","Mar 29, 2026, 6:07 PM","Mar 29, 2026, 7:22 PM","","Incline Bench Press (Dumbbell)",,"",1,"normal",35,9,,,
"chest triceps","Mar 29, 2026, 6:07 PM","Mar 29, 2026, 7:22 PM","","Triceps Rope Pushdown",,"",0,"normal",20,12,,,
"chest triceps","Mar 29, 2026, 6:07 PM","Mar 29, 2026, 7:22 PM","","Triceps Rope Pushdown",,"",1,"dropset",15,6,,,
"chest triceps","Mar 29, 2026, 6:07 PM","Mar 29, 2026, 7:22 PM","","Triceps Rope Pushdown",,"",2,"normal",20,11,,,
"chest triceps","Mar 29, 2026, 6:07 PM","Mar 29, 2026, 7:22 PM","","Triceps Rope Pushdown",,"",3,"dropset",15,4,,,
"chest triceps","Mar 29, 2026, 6:07 PM","Mar 29, 2026, 7:22 PM","","Skullcrusher (Dumbbell)",,"shoulder pain",0,"normal",15,4,,,
"chest triceps","Mar 29, 2026, 6:07 PM","Mar 29, 2026, 7:22 PM","","Skullcrusher (Dumbbell)",,"shoulder pain",1,"normal",10,4,,,
"chest triceps","Mar 29, 2026, 6:07 PM","Mar 29, 2026, 7:22 PM","","Push Up",,"",0,"normal",,27,,,
"chest triceps","Mar 29, 2026, 6:07 PM","Mar 29, 2026, 7:22 PM","","Push Up",,"",1,"normal",,16,,,
"chest triceps","Mar 29, 2026, 6:07 PM","Mar 29, 2026, 7:22 PM","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",7.5,15,,,
"chest triceps","Mar 29, 2026, 6:07 PM","Mar 29, 2026, 7:22 PM","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",7.5,15,,,
"chest triceps","Mar 29, 2026, 6:07 PM","Mar 29, 2026, 7:22 PM","","Plank",,"",0,"normal",,,,200,
"chest triceps","Mar 29, 2026, 6:07 PM","Mar 29, 2026, 7:22 PM","","Chest Fly (Machine)",,"",0,"warmup",37.5,15,,,
