"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"back bicep","Feb 14, 2026, 6:22 PM","Feb 14, 2026, 7:24 PM","","Lat Pulldown (Machine)",,"",0,"normal",52.5,13,,,
"back bicep","Feb 14, 2026, 6:22 PM","Feb 14, 2026, 7:24 PM","","Lat Pulldown (Machine)",,"",1,"normal",52.5,15,,,
"back bicep","Feb 14, 2026, 6:22 PM","Feb 14, 2026, 7:24 PM","","Iso-Lateral Row (Machine)",,"",0,"normal",52.5,18,,,
"back bicep","Feb 14, 2026, 6:22 PM","Feb 14, 2026, 7:24 PM","","Iso-Lateral Row (Machine)",,"",1,"normal",60,17,,,
"back bicep","Feb 14, 2026, 6:22 PM","Feb 14, 2026, 7:24 PM","","Iso-Lateral Row (Machine)",,"",2,"normal",60,15,,,
"arms/shoulders","Feb 12, 2026, 5:46 PM","Feb 12, 2026, 6:56 PM","","Shoulder Press (Dumbbell)",,"",0,"warmup",15,15,,,
"arms/shoulders","Feb 12, 2026, 5:46 PM","Feb 12, 2026, 6:56 PM","","Shoulder Press (Dumbbell)",,"",1,"normal",20,20,,,
"arms/shoulders","Feb 12, 2026, 5:46 PM","Feb 12, 2026, 6:56 PM","","Shoulder Press (Dumbbell)",,"",2,"normal",25,13,,,
"arms/shoulders","Feb 12, 2026, 5:46 PM","Feb 12, 2026, 6:56 PM","","Lateral Raise (Dumbbell)",,"",0,"normal",5,32,,,
"arms/shoulders","Feb 12, 2026, 5:46 PM","Feb 12, 2026, 6:56 PM","","Lateral Raise (Dumbbell)",,"",1,"normal",10,27,,,
"arms/shoulders","Feb 12, 2026, 5:46 PM","Feb 12, 2026, 6:56 PM","","Lateral Raise (Dumbbell)",,"",2,"normal",15,12,,,
"arms/shoulders","Feb 12, 2026, 5:46 PM","Feb 12, 2026, 6:56 PM","","Lateral Raise (Dumbbell)",,"",3,"normal",15,8,,,
"arms/shoulders","Feb 12, 2026, 5:46 PM","Feb 12, 2026, 6:56 PM","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",26,15,,,
"arms/shoulders","Feb 12, 2026, 5:46 PM","Feb 12, 2026, 6:56 PM","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",30,15,,,
"arms/shoulders","Feb 12, 2026, 5:46 PM","Feb 12, 2026, 6:56 PM","","Plank",,"",0,"normal",,,,190,
"legs","Feb 11, 2026, 6:31 PM","Feb 11, 2026, 7:35 PM","","Leg Extension (Machine)",,"",0,"warmup",22.5,15,,,
"legs","Feb 11, 2026, 6:31 PM","Feb 11, 2026, 7:35 PM","","Leg Extension (Machine)",,"",1,"normal",48,15,,,
"legs","Feb 11, 2026, 6:31 PM","Feb 11, 2026, 7:35 PM","","Seated Calf Raise",,"",0,"normal",30,15,,,
"legs","Feb 11, 2026, 6:31 PM","Feb 11, 2026, 7:35 PM","","Seated Calf Raise",,"",1,"normal",30,12,,,
"legs","Feb 11, 2026, 6:31 PM","Feb 11, 2026, 7:35 PM","","Lying Leg Curl (Machine)",,"",0,"normal",45,15,,,
"legs","Feb 11, 2026, 6:31 PM","Feb 11, 2026, 7:35 PM","","Lying Leg Curl (Machine)",,"",1,"normal",48,12,,,
"legs","Feb 11, 2026, 6:31 PM","Feb 11, 2026, 7:35 PM","","Plank",,"",0,"normal",,,,185,
"legs","Feb 11, 2026, 6:31 PM","Feb 11, 2026, 7:35 PM","","Side Plank",,"",0,"normal",,,,60,
"legs","Feb 11, 2026, 6:31 PM","Feb 11, 2026, 7:35 PM","","Goblet Squat",,"",0,"normal",17.5,15,,,
"legs","Feb 11, 2026, 6:31 PM","Feb 11, 2026, 7:35 PM","","Goblet Squat",,"",1,"normal",20,15,,,
"legs","Feb 11, 2026, 6:31 PM","Feb 11, 2026, 7:35 PM","","Dead Hang",,"",0,"normal",,,,21,
"arms/shoulders","Feb 10, 2026, 6:41 PM","Feb 10, 2026, 7:50 PM","","Bicep Curl (Dumbbell)",,"",0,"warmup",15,20,,,
"arms/shoulders","Feb 10, 2026, 6:41 PM","Feb 10, 2026, 7:50 PM","","Bicep Curl (Dumbbell)",,"",1,"normal",25,14,,,
"arms/shoulders","Feb 10, 2026, 6:41 PM","Feb 10, 2026, 7:50 PM","","Bicep Curl (Dumbbell)",,"",2,"normal",25,10,,,
"arms/shoulders","Feb 10, 2026, 6:41 PM","Feb 10, 2026, 7:50 PM","","Triceps Rope Pushdown",,"",0,"normal",20,13,,,
"arms/shoulders","Feb 10, 2026, 6:41 PM","Feb 10, 2026, 7:50 PM","","Triceps Rope Pushdown",,"",1,"normal",20,12,,,
"arms/shoulders","Feb 10, 2026, 6:41 PM","Feb 10, 2026, 7:50 PM","","Triceps Rope Pushdown",,"",2,"dropset",17.5,5,,,
"arms/shoulders","Feb 10, 2026, 6:41 PM","Feb 10, 2026, 7:50 PM","","Triceps Extension (Dumbbell)",,"",0,"normal",12.5,20,,,
"arms/shoulders","Feb 10, 2026, 6:41 PM","Feb 10, 2026, 7:50 PM","","Triceps Extension (Dumbbell)",,"",1,"normal",15,17,,,
"arms/shoulders","Feb 10, 2026, 6:41 PM","Feb 10, 2026, 7:50 PM","","Reverse Curl (Barbell)",,"",0,"normal",20,20,,,
"arms/shoulders","Feb 10, 2026, 6:41 PM","Feb 10, 2026, 7:50 PM","","Reverse Curl (Barbell)",,"",1,"normal",20,18,,,
"arms/shoulders","Feb 10, 2026, 6:41 PM","Feb 10, 2026, 7:50 PM","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",10,15,,,
"arms/shoulders","Feb 10, 2026, 6:41 PM","Feb 10, 2026, 7:50 PM","","Plank",,"",0,"normal",,,,185,
"arms/shoulders","Feb 10, 2026, 6:41 PM","Feb 10, 2026, 7:50 PM","","Preacher Curl (Barbell)",,"",0,"normal",15,20,,,
"arms/shoulders","Feb 10, 2026, 6:41 PM","Feb 10, 2026, 7:50 PM","","Preacher Curl (Barbell)",,"",1,"normal",20,15,,,
"arms/shoulders","Feb 10, 2026, 6:41 PM","Feb 10, 2026, 7:50 PM","","Dead Hang",,"",0,"normal",,,,30,
"chest triceps","Feb 8, 2026, 5:51 PM","Feb 8, 2026, 7:40 PM","","Bench Press (Barbell)",,"",0,"normal",40,12,,,
"chest triceps","Feb 8, 2026, 5:51 PM","Feb 8, 2026, 7:40 PM","","Bench Press (Barbell)",,"",1,"normal",45,9,,,
"chest triceps","Feb 8, 2026, 5:51 PM","Feb 8, 2026, 7:40 PM","","Bench Press (Barbell)",,"",2,"normal",50,4,,,
"chest triceps","Feb 8, 2026, 5:51 PM","Feb 8, 2026, 7:40 PM","","Incline Bench Press (Dumbbell)",,"",0,"normal",25,15,,,
"chest triceps","Feb 8, 2026, 5:51 PM","Feb 8, 2026, 7:40 PM","","Incline Bench Press (Dumbbell)",,"",1,"normal",30,11,,,
"chest triceps","Feb 8, 2026, 5:51 PM","Feb 8, 2026, 7:40 PM","","Triceps Rope Pushdown",,"",0,"normal",20,13,,,
"chest triceps","Feb 8, 2026, 5:51 PM","Feb 8, 2026, 7:40 PM","","Triceps Rope Pushdown",,"",1,"normal",20,12,,,
"chest triceps","Feb 8, 2026, 5:51 PM","Feb 8, 2026, 7:40 PM","","Skullcrusher (Dumbbell)",,"",0,"normal",10,20,,,
"chest triceps","Feb 8, 2026, 5:51 PM","Feb 8, 2026, 7:40 PM","","Skullcrusher (Dumbbell)",,"",1,"normal",15,8,,,
"chest triceps","Feb 8, 2026, 5:51 PM","Feb 8, 2026, 7:40 PM","","Skullcrusher (Dumbbell)",,"",2,"normal",15,9,,,
"chest triceps","Feb 8, 2026, 5:51 PM","Feb 8, 2026, 7:40 PM","","Triceps Pushdown",,"",0,"normal",22.5,10,,,
"chest triceps","Feb 8, 2026, 5:51 PM","Feb 8, 2026, 7:40 PM","","Triceps Pushdown",,"",1,"normal",22.5,10,,,
"chest triceps","Feb 8, 2026, 5:51 PM","Feb 8, 2026, 7:40 PM","","Push Up",,"",0,"normal",,25,,,
"chest triceps","Feb 8, 2026, 5:51 PM","Feb 8, 2026, 7:40 PM","","Cable Fly Crossovers",,"",0,"normal",7.5,15,,,
"chest triceps","Feb 8, 2026, 5:51 PM","Feb 8, 2026, 7:40 PM","","Cable Fly Crossovers",,"",1,"normal",10,15,,,
"chest triceps","Feb 8, 2026, 5:51 PM","Feb 8, 2026, 7:40 PM","","Cable Fly Crossovers",,"",2,"normal",7.5,12,,,
"chest triceps","Feb 8, 2026, 5:51 PM","Feb 8, 2026, 7:40 PM","","Plank",,"",0,"normal",,,,190,
"back bicep","Feb 7, 2026, 5:59 PM","Feb 7, 2026, 7:06 PM","","Pull Up",,"",0,"normal",,11,,,
"back bicep","Feb 7, 2026, 5:59 PM","Feb 7, 2026, 7:06 PM","","Pull Up",,"",1,"normal",,11,,,
"back bicep","Feb 7, 2026, 5:59 PM","Feb 7, 2026, 7:06 PM","","Back Extension (Weighted Hyperextension)",,"",0,"normal",10,15,,,
"back bicep","Feb 7, 2026, 5:59 PM","Feb 7, 2026, 7:06 PM","","Back Extension (Weighted Hyperextension)",,"",1,"normal",10,15,,,
"back bicep","Feb 7, 2026, 5:59 PM","Feb 7, 2026, 7:06 PM","","Bicep Curl (Dumbbell)",,"",0,"warmup",15,20,,,
"back bicep","Feb 7, 2026, 5:59 PM","Feb 7, 2026, 7:06 PM","","Preacher Curl (Barbell)",,"",0,"normal",15,15,,,
"back bicep","Feb 7, 2026, 5:59 PM","Feb 7, 2026, 7:06 PM","","Preacher Curl (Barbell)",,"",1,"normal",20,13,,,
"back bicep","Feb 7, 2026, 5:59 PM","Feb 7, 2026, 7:06 PM","","Hammer Curl (Dumbbell)",,"",0,"normal",25,15,,,
"back bicep","Feb 7, 2026, 5:59 PM","Feb 7, 2026, 7:06 PM","","Hammer Curl (Dumbbell)",,"",1,"dropset",20,8,,,
"back bicep","Feb 7, 2026, 5:59 PM","Feb 7, 2026, 7:06 PM","","Hammer Curl (Dumbbell)",,"",2,"dropset",15,8,,,
"back bicep","Feb 7, 2026, 5:59 PM","Feb 7, 2026, 7:06 PM","","Plank",,"",0,"normal",,,,180,
"back bicep","Feb 7, 2026, 5:59 PM","Feb 7, 2026, 7:06 PM","","Lat Pulldown (Machine)",,"",0,"warmup",49,13,,,
"back bicep","Feb 7, 2026, 5:59 PM","Feb 7, 2026, 7:06 PM","","Lat Pulldown (Machine)",,"",1,"normal",52.5,10,,,
"back bicep","Feb 7, 2026, 5:59 PM","Feb 7, 2026, 7:06 PM","","Iso-Lateral Row (Machine)",,"",0,"normal",52.5,15,,,
"back bicep","Feb 7, 2026, 5:59 PM","Feb 7, 2026, 7:06 PM","","Iso-Lateral Row (Machine)",,"",1,"normal",55,15,,,
"back bicep","Feb 7, 2026, 5:59 PM","Feb 7, 2026, 7:06 PM","","Iso-Lateral Row (Machine)",,"",2,"normal",60,15,,,
"back bicep","Feb 7, 2026, 5:59 PM","Feb 7, 2026, 7:06 PM","","Side Plank",,"",0,"normal",,,,60,
"back bicep","Feb 7, 2026, 5:59 PM","Feb 7, 2026, 7:06 PM","","Dead Hang",,"",0,"normal",,,,20,
"legs","Feb 5, 2026, 6:30 PM","Feb 5, 2026, 7:35 PM","","Leg Extension (Machine)",,"",0,"warmup",22.5,15,,,
"legs","Feb 5, 2026, 6:30 PM","Feb 5, 2026, 7:35 PM","","Leg Extension (Machine)",,"",1,"normal",48,15,,,
"legs","Feb 5, 2026, 6:30 PM","Feb 5, 2026, 7:35 PM","","Seated Calf Raise",,"",0,"normal",30,15,,,
"legs","Feb 5, 2026, 6:30 PM","Feb 5, 2026, 7:35 PM","","Seated Calf Raise",,"",1,"normal",30,12,,,
"legs","Feb 5, 2026, 6:30 PM","Feb 5, 2026, 7:35 PM","","Lying Leg Curl (Machine)",,"",0,"normal",40,12,,,
"legs","Feb 5, 2026, 6:30 PM","Feb 5, 2026, 7:35 PM","","Lying Leg Curl (Machine)",,"",1,"normal",48,8,,,
"legs","Feb 5, 2026, 6:30 PM","Feb 5, 2026, 7:35 PM","","Plank",,"",0,"normal",,,,185,
"legs","Feb 5, 2026, 6:30 PM","Feb 5, 2026, 7:35 PM","","Side Plank",,"",0,"normal",,,,55,
"legs","Feb 5, 2026, 6:30 PM","Feb 5, 2026, 7:35 PM","","Goblet Squat",,"",0,"normal",17.5,16,,,
"legs","Feb 5, 2026, 6:30 PM","Feb 5, 2026, 7:35 PM","","Goblet Squat",,"",1,"normal",20,10,,,
"legs","Feb 5, 2026, 6:30 PM","Feb 5, 2026, 7:35 PM","","Dead Hang",,"",0,"normal",,,,30,
"arms/shoulders","Feb 3, 2026, 5:52 PM","Feb 3, 2026, 7:01 PM","","Bicep Curl (Barbell)",,"",0,"normal",20,20,,,
"arms/shoulders","Feb 3, 2026, 5:52 PM","Feb 3, 2026, 7:01 PM","","Bicep Curl (Barbell)",,"",1,"normal",20,15,,,
"arms/shoulders","Feb 3, 2026, 5:52 PM","Feb 3, 2026, 7:01 PM","","Bicep Curl (Dumbbell)",,"",0,"warmup",15,20,,,
"arms/shoulders","Feb 3, 2026, 5:52 PM","Feb 3, 2026, 7:01 PM","","Bicep Curl (Dumbbell)",,"",1,"normal",25,13,,,
"arms/shoulders","Feb 3, 2026, 5:52 PM","Feb 3, 2026, 7:01 PM","","Triceps Extension (Dumbbell)",,"",0,"normal",12.5,18,,,
"arms/shoulders","Feb 3, 2026, 5:52 PM","Feb 3, 2026, 7:01 PM","","Triceps Extension (Dumbbell)",,"",1,"normal",15,20,,,
"arms/shoulders","Feb 3, 2026, 5:52 PM","Feb 3, 2026, 7:01 PM","","Triceps Extension (Dumbbell)",,"",2,"normal",15,15,,,
"arms/shoulders","Feb 3, 2026, 5:52 PM","Feb 3, 2026, 7:01 PM","","Reverse Curl (Barbell)",,"",0,"normal",20,18,,,
"arms/shoulders","Feb 3, 2026, 5:52 PM","Feb 3, 2026, 7:01 PM","","Reverse Curl (Barbell)",,"",1,"normal",20,15,,,
"arms/shoulders","Feb 3, 2026, 5:52 PM","Feb 3, 2026, 7:01 PM","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",7.5,15,,,
"arms/shoulders","Feb 3, 2026, 5:52 PM","Feb 3, 2026, 7:01 PM","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",7.5,15,,,
"arms/shoulders","Feb 3, 2026, 5:52 PM","Feb 3, 2026, 7:01 PM","","Dead Hang",,"",0,"normal",,,,24,
"arms/shoulders","Feb 3, 2026, 5:52 PM","Feb 3, 2026, 7:01 PM","","Dead Hang",,"",1,"normal",,,,17,
"chest triceps","Feb 1, 2026, 6:19 PM","Feb 1, 2026, 7:29 PM","","Bench Press (Barbell)",,"",0,"normal",40,15,,,
"chest triceps","Feb 1, 2026, 6:19 PM","Feb 1, 2026, 7:29 PM","","Bench Press (Barbell)",,"",1,"normal",45,8,,,
"chest triceps","Feb 1, 2026, 6:19 PM","Feb 1, 2026, 7:29 PM","","Incline Bench Press (Dumbbell)",,"",0,"normal",25,15,,,
"chest triceps","Feb 1, 2026, 6:19 PM","Feb 1, 2026, 7:29 PM","","Incline Bench Press (Dumbbell)",,"",1,"normal",30,13,,,
"chest triceps","Feb 1, 2026, 6:19 PM","Feb 1, 2026, 7:29 PM","","Triceps Rope Pushdown",,"",0,"normal",20,15,,,
"chest triceps","Feb 1, 2026, 6:19 PM","Feb 1, 2026, 7:29 PM","","Skullcrusher (Dumbbell)",,"",0,"normal",10,16,,,
"chest triceps","Feb 1, 2026, 6:19 PM","Feb 1, 2026, 7:29 PM","","Skullcrusher (Dumbbell)",,"",1,"normal",15,8,,,
"chest triceps","Feb 1, 2026, 6:19 PM","Feb 1, 2026, 7:29 PM","","Triceps Pushdown",,"",0,"normal",22.5,10,,,
"chest triceps","Feb 1, 2026, 6:19 PM","Feb 1, 2026, 7:29 PM","","Triceps Pushdown",,"",1,"normal",17.5,18,,,
"chest triceps","Feb 1, 2026, 6:19 PM","Feb 1, 2026, 7:29 PM","","Push Up",,"",0,"normal",,25,,,
"chest triceps","Feb 1, 2026, 6:19 PM","Feb 1, 2026, 7:29 PM","","Cable Fly Crossovers",,"",0,"normal",7.5,20,,,
"chest triceps","Feb 1, 2026, 6:19 PM","Feb 1, 2026, 7:29 PM","","Cable Fly Crossovers",,"",1,"normal",10,20,,,
"chest triceps","Feb 1, 2026, 6:19 PM","Feb 1, 2026, 7:29 PM","","Cable Fly Crossovers",,"",2,"normal",5,20,,,
"chest triceps","Feb 1, 2026, 6:19 PM","Feb 1, 2026, 7:29 PM","","Plank",,"",0,"normal",,,,180,
"chest triceps","Feb 1, 2026, 6:19 PM","Feb 1, 2026, 7:29 PM","","Dead Hang",,"",0,"normal",,,,31,
"chest triceps","Feb 1, 2026, 6:19 PM","Feb 1, 2026, 7:29 PM","","Overhead Triceps Extension (Cable)",,"",0,"normal",10,15,,,
"chest triceps","Feb 1, 2026, 6:19 PM","Feb 1, 2026, 7:29 PM","","Overhead Triceps Extension (Cable)",,"",1,"normal",12.5,15,,,
"back bicep","Jan 31, 2026, 5:56 PM","Jan 31, 2026, 7:00 PM","","Pull Up",,"",0,"normal",,12,,,
"back bicep","Jan 31, 2026, 5:56 PM","Jan 31, 2026, 7:00 PM","","Pull Up",,"",1,"normal",,12,,,
"back bicep","Jan 31, 2026, 5:56 PM","Jan 31, 2026, 7:00 PM","","Back Extension (Weighted Hyperextension)",,"",0,"normal",,12,,,
"back bicep","Jan 31, 2026, 5:56 PM","Jan 31, 2026, 7:00 PM","","Back Extension (Weighted Hyperextension)",,"",1,"normal",10,15,,,
"back bicep","Jan 31, 2026, 5:56 PM","Jan 31, 2026, 7:00 PM","","Back Extension (Weighted Hyperextension)",,"",2,"normal",16,4,,,
"back bicep","Jan 31, 2026, 5:56 PM","Jan 31, 2026, 7:00 PM","","Back Extension (Weighted Hyperextension)",,"",3,"normal",10,12,,,
"back bicep","Jan 31, 2026, 5:56 PM","Jan 31, 2026, 7:00 PM","","Bicep Curl (Barbell)",,"",0,"normal",20,15,,,
"back bicep","Jan 31, 2026, 5:56 PM","Jan 31, 2026, 7:00 PM","","Bicep Curl (Dumbbell)",,"",0,"warmup",15,20,,,
"back bicep","Jan 31, 2026, 5:56 PM","Jan 31, 2026, 7:00 PM","","Bicep Curl (Dumbbell)",,"",1,"normal",25,12,,,
"back bicep","Jan 31, 2026, 5:56 PM","Jan 31, 2026, 7:00 PM","","Bicep Curl (Dumbbell)",,"",2,"normal",20,16,,,
"back bicep","Jan 31, 2026, 5:56 PM","Jan 31, 2026, 7:00 PM","","Preacher Curl (Barbell)",,"",0,"normal",15,21,,,
"back bicep","Jan 31, 2026, 5:56 PM","Jan 31, 2026, 7:00 PM","","Preacher Curl (Barbell)",,"",1,"normal",20,12,,,
"back bicep","Jan 31, 2026, 5:56 PM","Jan 31, 2026, 7:00 PM","","Preacher Curl (Barbell)",,"",2,"normal",20,12,,,
"back bicep","Jan 31, 2026, 5:56 PM","Jan 31, 2026, 7:00 PM","","Hammer Curl (Dumbbell)",,"",0,"normal",25,12,,,
"back bicep","Jan 31, 2026, 5:56 PM","Jan 31, 2026, 7:00 PM","","Hammer Curl (Dumbbell)",,"",1,"normal",25,10,,,
"back bicep","Jan 31, 2026, 5:56 PM","Jan 31, 2026, 7:00 PM","","Plank",,"",0,"normal",,,,185,
"back bicep","Jan 31, 2026, 5:56 PM","Jan 31, 2026, 7:00 PM","","Lat Pulldown (Machine)",,"",0,"warmup",49,15,,,
"back bicep","Jan 31, 2026, 5:56 PM","Jan 31, 2026, 7:00 PM","","Lat Pulldown (Machine)",,"",1,"normal",52.5,10,,,
"back bicep","Jan 31, 2026, 5:56 PM","Jan 31, 2026, 7:00 PM","","Iso-Lateral Row (Machine)",,"",0,"normal",52.5,18,,,
"back bicep","Jan 31, 2026, 5:56 PM","Jan 31, 2026, 7:00 PM","","Iso-Lateral Row (Machine)",,"",1,"normal",55,15,,,
"back bicep","Jan 31, 2026, 5:56 PM","Jan 31, 2026, 7:00 PM","","Iso-Lateral Row (Machine)",,"",2,"normal",55,17,,,
"back bicep","Jan 31, 2026, 5:56 PM","Jan 31, 2026, 7:00 PM","","Push Up",,"",0,"normal",,15,,,
"back bicep","Jan 31, 2026, 5:56 PM","Jan 31, 2026, 7:00 PM","","Side Plank",,"",0,"normal",,,,55,
"back bicep","Jan 31, 2026, 5:56 PM","Jan 31, 2026, 7:00 PM","","Dead Hang",,"",0,"normal",,,,20,
"arms/shoulders","Jan 29, 2026, 6:59 PM","Jan 29, 2026, 7:43 PM","","Shoulder Press (Dumbbell)",,"",0,"warmup",15,21,,,
"arms/shoulders","Jan 29, 2026, 6:59 PM","Jan 29, 2026, 7:43 PM","","Shoulder Press (Dumbbell)",,"",1,"normal",20,18,,,
"arms/shoulders","Jan 29, 2026, 6:59 PM","Jan 29, 2026, 7:43 PM","","Shoulder Press (Dumbbell)",,"",2,"normal",25,12,,,
"arms/shoulders","Jan 29, 2026, 6:59 PM","Jan 29, 2026, 7:43 PM","","Face Pull",,"",0,"normal",20,17,,,
"arms/shoulders","Jan 29, 2026, 6:59 PM","Jan 29, 2026, 7:43 PM","","Face Pull",,"",1,"normal",22.5,12,,,
"arms/shoulders","Jan 29, 2026, 6:59 PM","Jan 29, 2026, 7:43 PM","","Face Pull",,"",2,"normal",22.5,12,,,
"arms/shoulders","Jan 29, 2026, 6:59 PM","Jan 29, 2026, 7:43 PM","","Lateral Raise (Dumbbell)",,"",0,"normal",5,28,,,
"arms/shoulders","Jan 29, 2026, 6:59 PM","Jan 29, 2026, 7:43 PM","","Lateral Raise (Dumbbell)",,"",1,"normal",10,15,,,
"arms/shoulders","Jan 29, 2026, 6:59 PM","Jan 29, 2026, 7:43 PM","","Lateral Raise (Dumbbell)",,"",2,"normal",15,8,,,
"arms/shoulders","Jan 29, 2026, 6:59 PM","Jan 29, 2026, 7:43 PM","","Shrug (Dumbbell)",,"",0,"normal",35,12,,,
"arms/shoulders","Jan 29, 2026, 6:59 PM","Jan 29, 2026, 7:43 PM","","Shrug (Dumbbell)",,"",1,"normal",35,12,,,
"arms/shoulders","Jan 29, 2026, 6:59 PM","Jan 29, 2026, 7:43 PM","","Plank",,"",0,"normal",,,,185,
"arms/shoulders","Jan 29, 2026, 6:59 PM","Jan 29, 2026, 7:43 PM","","Side Plank",,"",0,"normal",,,,60,
"arms/shoulders","Jan 29, 2026, 6:59 PM","Jan 29, 2026, 7:43 PM","","Push Up",,"",0,"normal",,25,,,
"arms/shoulders","Jan 29, 2026, 6:59 PM","Jan 29, 2026, 7:43 PM","","Dead Hang",,"",0,"normal",,,,30,
"legs","Jan 28, 2026, 5:28 PM","Jan 28, 2026, 6:30 PM","","Leg Extension (Machine)",,"",0,"warmup",22.5,15,,,
"legs","Jan 28, 2026, 5:28 PM","Jan 28, 2026, 6:30 PM","","Leg Extension (Machine)",,"",1,"normal",48,15,,,
"legs","Jan 28, 2026, 5:28 PM","Jan 28, 2026, 6:30 PM","","Seated Calf Raise",,"",0,"normal",32.5,15,,,
"legs","Jan 28, 2026, 5:28 PM","Jan 28, 2026, 6:30 PM","","Seated Calf Raise",,"",1,"normal",35,14,,,
"legs","Jan 28, 2026, 5:28 PM","Jan 28, 2026, 6:30 PM","","Seated Calf Raise",,"",2,"normal",35,6,,,
"legs","Jan 28, 2026, 5:28 PM","Jan 28, 2026, 6:30 PM","","Lying Leg Curl (Machine)",,"",0,"normal",40,18,,,
"legs","Jan 28, 2026, 5:28 PM","Jan 28, 2026, 6:30 PM","","Lying Leg Curl (Machine)",,"",1,"normal",45,15,,,
"legs","Jan 28, 2026, 5:28 PM","Jan 28, 2026, 6:30 PM","","Plank",,"",0,"normal",,,,180,
"legs","Jan 28, 2026, 5:28 PM","Jan 28, 2026, 6:30 PM","","Side Plank",,"",0,"normal",,,,55,
"legs","Jan 28, 2026, 5:28 PM","Jan 28, 2026, 6:30 PM","","Goblet Squat",,"",0,"normal",17.5,16,,,
"legs","Jan 28, 2026, 5:28 PM","Jan 28, 2026, 6:30 PM","","Goblet Squat",,"",1,"normal",20,15,,,
"legs","Jan 28, 2026, 5:28 PM","Jan 28, 2026, 6:30 PM","","Dead Hang",,"",0,"normal",,,,40,
"legs","Jan 28, 2026, 5:28 PM","Jan 28, 2026, 6:30 PM","","Dead Hang",,"",1,"normal",,,,38,
"legs","Jan 28, 2026, 5:28 PM","Jan 28, 2026, 6:30 PM","","Cycling",,"",0,"normal",,,,69,
"arms/shoulders","Jan 27, 2026, 6:38 PM","Jan 27, 2026, 7:42 PM","","Bicep Curl (Barbell)",,"",0,"normal",20,20,,,
"arms/shoulders","Jan 27, 2026, 6:38 PM","Jan 27, 2026, 7:42 PM","","Bicep Curl (Barbell)",,"",1,"normal",20,15,,,
"arms/shoulders","Jan 27, 2026, 6:38 PM","Jan 27, 2026, 7:42 PM","","Bicep Curl (Dumbbell)",,"",0,"warmup",15,20,,,
"arms/shoulders","Jan 27, 2026, 6:38 PM","Jan 27, 2026, 7:42 PM","","Bicep Curl (Dumbbell)",,"",1,"normal",20,18,,,
"arms/shoulders","Jan 27, 2026, 6:38 PM","Jan 27, 2026, 7:42 PM","","Bicep Curl (Dumbbell)",,"",2,"dropset",15,6,,,
"arms/shoulders","Jan 27, 2026, 6:38 PM","Jan 27, 2026, 7:42 PM","","Bicep Curl (Dumbbell)",,"",3,"normal",25,12,,,
"arms/shoulders","Jan 27, 2026, 6:38 PM","Jan 27, 2026, 7:42 PM","","Bicep Curl (Dumbbell)",,"",4,"dropset",15,8,,,
"arms/shoulders","Jan 27, 2026, 6:38 PM","Jan 27, 2026, 7:42 PM","","Triceps Rope Pushdown",,"",0,"normal",20.4,7,,,
"arms/shoulders","Jan 27, 2026, 6:38 PM","Jan 27, 2026, 7:42 PM","","Triceps Rope Pushdown",,"",1,"normal",18.9,7,,,
"arms/shoulders","Jan 27, 2026, 6:38 PM","Jan 27, 2026, 7:42 PM","","Triceps Extension (Dumbbell)",,"",0,"normal",12.5,22,,,
"arms/shoulders","Jan 27, 2026, 6:38 PM","Jan 27, 2026, 7:42 PM","","Triceps Extension (Dumbbell)",,"",1,"normal",15,18,,,
"arms/shoulders","Jan 27, 2026, 6:38 PM","Jan 27, 2026, 7:42 PM","","Skullcrusher (Dumbbell)",,"",0,"normal",10,20,,,
"arms/shoulders","Jan 27, 2026, 6:38 PM","Jan 27, 2026, 7:42 PM","","Skullcrusher (Dumbbell)",,"",1,"normal",15,10,,,
"arms/shoulders","Jan 27, 2026, 6:38 PM","Jan 27, 2026, 7:42 PM","","Reverse Curl (Barbell)",,"",0,"normal",20,20,,,
"arms/shoulders","Jan 27, 2026, 6:38 PM","Jan 27, 2026, 7:42 PM","","Dead Hang",,"",0,"normal",,,,37,
"arms/shoulders","Jan 27, 2026, 6:38 PM","Jan 27, 2026, 7:42 PM","","Dead Hang",,"",1,"normal",,,,33,
"arms/shoulders","Jan 27, 2026, 6:38 PM","Jan 27, 2026, 7:42 PM","","Seated Incline Curl (Dumbbell)",,"",0,"normal",7.5,12,,,
"arms/shoulders","Jan 27, 2026, 6:38 PM","Jan 27, 2026, 7:42 PM","","Seated Incline Curl (Dumbbell)",,"",1,"normal",7.5,15,,,
"arms/shoulders","Jan 22, 2026, 6:45 PM","Jan 22, 2026, 7:59 PM","","Shoulder Press (Dumbbell)",,"",0,"normal",20,16,,,
"arms/shoulders","Jan 22, 2026, 6:45 PM","Jan 22, 2026, 7:59 PM","","Shoulder Press (Dumbbell)",,"",1,"normal",25,15,,,
"arms/shoulders","Jan 22, 2026, 6:45 PM","Jan 22, 2026, 7:59 PM","","Shoulder Press (Dumbbell)",,"",2,"normal",30,5,,,
